"","MFMRCFS0322","MFMRCFS0422","MFMRCFS0522","MFMRCFS0622","MFMRCFS0722","MFMRCFS0822","MFMRCFS0922","MFMRCFS1022","MFMRCFS1122","MFMRCFS1222","MFMRCFS1322","MFMRCFS1422","MFMRCFS1522","MFMRCFS1622","MFMRCFS1722"
"Legionella antarctica",18,14,0,10,0,16,52,34,18,0,30,24,14,0,0
"Legionella cherrii",0,0,0,0,0,0,22,16,18,20,0,0,14,34,12
"Legionella clemsonensis",0,18,0,15,0,0,40,0,19,18,10,0,0,28,0
"Legionella endosymbiont of Polyplax serrata",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"Legionella fallonii",0,0,0,0,14,0,24,18,22,10,12,0,14,14,14
"Legionella geestiana",35,12,52,24,23,16,44,12,12,0,12,14,12,22,20
"Legionella hackeliae",25,29,29,0,14,11,25,40,11,11,33,16,0,28,11
"Legionella israelensis",12,22,14,12,0,0,38,32,36,22,32,10,12,20,0
"Legionella jordanis",16,10,22,0,0,0,32,18,14,12,18,10,0,16,0
"Legionella lansingensis",0,0,0,0,0,0,44,0,20,0,12,0,0,16,0
"Legionella longbeachae",14,18,10,0,0,0,36,20,16,28,14,0,19,24,0
"Legionella oakridgensis",14,16,10,10,15,0,26,31,14,24,16,0,10,0,0
"Legionella pneumophila",43,49,104,63,20,36,182,97,176,125,57,70,63,90,39
"Legionella sainthelensi",25,21,30,0,0,16,45,43,37,12,33,23,26,25,28
"Legionella sp. MW5194",20,13,43,13,0,14,39,26,15,27,26,0,10,10,14
"Legionella sp. PC1000",0,0,0,10,0,0,24,26,30,22,10,0,16,10,0
"Legionella sp. PC997",20,11,0,14,0,20,39,19,14,12,0,10,26,49,12
"Legionella spiritensis",21,30,28,12,21,22,31,50,18,26,27,0,0,16,10
"Legionella waltersii",0,11,18,0,0,0,28,21,10,14,15,0,15,10,0
"Tatlockia micdadei",0,0,0,0,0,0,22,0,16,10,12,0,12,28,14
"Candidatus Methylospira mobilis",60,24,56,28,44,36,108,62,24,26,30,12,14,10,16
"Candidatus Vesicomyosocius okutanii",0,0,19,0,0,0,26,0,18,0,0,0,0,0,0
"Methylocaldum marinum",124,56,76,34,64,52,120,54,54,14,36,28,14,24,12
"Methylococcus capsulatus",91,42,81,42,64,17,64,64,23,13,37,31,16,25,0
"Methylococcus geothermalis",70,26,40,24,56,20,60,48,22,10,30,32,14,14,0
"Methylococcus sp. EFPC2",80,38,42,24,54,24,92,138,22,22,94,22,12,18,0
"Methylococcus sp. Mc7",72,52,47,49,84,38,133,68,45,12,47,25,18,15,0
"Methylogaea oryzae",98,42,64,40,56,46,96,42,18,16,52,20,22,30,0
"Methylomagnum ishizawai",112,38,56,34,58,32,90,44,18,14,24,26,18,20,0
"Methylomicrobium album",96,32,40,28,62,52,88,44,58,20,30,12,10,16,18
"Methylomicrobium sp. wino1",78,38,60,21,78,0,36,61,26,14,28,30,23,16,0
"Methylomonas denitrificans",73,37,36,23,27,36,94,37,47,28,37,16,30,10,12
"Methylomonas koyamae",68,55,44,46,56,0,106,49,57,45,45,21,0,25,0
"Methylomonas methanica",64,12,30,22,16,26,46,40,24,10,24,20,15,26,17
"Methylomonas paludis",22,20,28,0,14,12,84,22,40,26,22,0,0,20,0
"Methylomonas rhizoryzae",82,32,22,10,30,0,48,28,44,14,34,0,0,16,0
"Methylomonas sp. DH-1",56,0,36,0,0,49,61,0,0,0,0,27,0,0,0
"Methylomonas sp. EFPC1",48,0,25,0,58,16,61,30,0,0,16,0,0,16,0
"Methylomonas sp. LL1",50,24,44,12,26,0,46,30,12,0,14,14,17,14,0
"Methylomonas sp. LW13",43,0,25,35,0,0,68,11,40,0,18,16,32,0,0
"Methylotuvimicrobium alcaliphilum",45,14,46,27,0,20,108,62,18,0,40,17,25,0,0
"Methylotuvimicrobium buryatense",55,33,29,22,26,0,91,55,38,0,18,0,0,0,0
"Methylovulum psychrotolerans",32,24,80,36,28,34,88,49,30,28,24,12,16,20,0
"Acinetobacter baumannii",509,614,474,405,231,199,1204,887,2722,8454,686,537,550,597,296
"Acinetobacter baylyi",28,22,20,16,0,0,16,26,94,390,0,10,0,12,0
"Acinetobacter bereziniae",0,0,0,0,0,0,54,29,1251,8738,0,0,0,36,26
"Acinetobacter bouvetii",0,28,0,0,13,0,78,0,233,771,0,0,0,13,0
"Acinetobacter calcoaceticus",51,58,29,31,37,32,148,101,362,1714,80,82,55,40,20
"Acinetobacter chinensis",66,106,0,0,0,0,69,126,64,280,128,0,99,31,0
"Acinetobacter cumulans",493,789,467,0,0,0,706,238,1849,12667,297,0,273,74,0
"Acinetobacter defluvii",0,369,0,0,0,0,601,209,4676,15842,252,0,0,93,0
"Acinetobacter dispersus",0,29,0,0,0,10,31,17,198,1752,0,0,0,28,15
"Acinetobacter equi",31,43,27,0,0,10,90,49,629,8329,84,0,0,52,0
"Acinetobacter guillouiae",15,0,22,0,0,10,30,0,151,775,16,0,0,21,0
"Acinetobacter gyllenbergii",0,299,122,0,0,0,161,380,196,1590,482,281,213,96,0
"Acinetobacter haemolyticus",525,860,382,0,466,27,713,784,333,1147,528,906,1117,375,0
"Acinetobacter indicus",335,656,299,177,320,76,889,980,1108,2910,714,290,471,143,123
"Acinetobacter johnsonii",7390,15943,2531,1819,4117,45,53474,12123,32665,53936,3094,14353,4603,6573,2248
"Acinetobacter junii",256,532,251,64,0,136,278,318,312,1129,356,334,460,205,100
"Acinetobacter lactucae",0,0,0,0,0,0,28,0,49,204,0,0,0,0,0
"Acinetobacter lanii",18,0,12,0,0,0,30,16,352,1081,26,0,0,14,0
"Acinetobacter larvae",18,0,0,0,0,10,32,14,88,572,14,16,10,0,0
"Acinetobacter lwoffii",1871,2115,1504,867,0,67,3604,3807,1734,2124,2662,2317,2995,1102,0
"Acinetobacter nosocomialis",27,56,0,31,0,0,86,62,193,856,0,0,0,103,57
"Acinetobacter oleivorans",0,0,0,0,0,0,16,0,326,1412,0,0,0,0,0
"Acinetobacter piscicola",0,86,0,42,0,11,356,88,3888,14469,90,0,57,28,34
"Acinetobacter pittii",181,310,233,60,143,0,246,434,1032,4175,234,249,226,146,70
"Acinetobacter pseudolwoffii",0,0,0,0,0,0,278,0,42,162,0,0,0,0,0
"Acinetobacter radioresistens",91,90,82,0,0,14,64,172,120,474,54,0,47,96,68
"Acinetobacter schindleri",124,293,228,66,0,0,428,159,400,1073,67,0,199,45,68
"Acinetobacter seifertii",45,68,53,23,0,24,84,130,374,1511,66,0,145,68,65
"Acinetobacter septicus",0,0,0,0,0,0,81,0,47,101,0,0,0,0,0
"Acinetobacter shaoyimingii",10,10,0,10,0,0,34,12,300,1125,12,0,0,42,26
"Acinetobacter soli",22,49,0,0,0,10,41,25,114,557,25,0,0,23,13
"Acinetobacter sp. 10FS3-1",0,0,0,29,46,28,80,30,227,778,81,0,36,49,0
"Acinetobacter sp. Ac-14",0,0,0,0,0,0,0,0,0,201,0,0,0,0,0
"Acinetobacter sp. ACNIH1",0,0,0,0,0,0,0,0,115,274,0,0,0,0,0
"Acinetobacter sp. ACNIH2",421,592,0,164,0,0,832,246,506,1831,342,0,426,151,124
"Acinetobacter sp. BHS4",0,0,0,0,0,0,0,0,11,71,0,0,0,0,0
"Acinetobacter sp. C16S1",0,0,0,0,0,0,34,0,65,354,0,0,0,0,0
"Acinetobacter sp. Colony158",0,0,0,0,0,0,28,0,20,68,0,0,0,0,0
"Acinetobacter sp. CS-2",246,265,98,0,0,24,2934,117,555,1983,0,167,163,81,0
"Acinetobacter sp. F9",0,0,0,0,0,0,153,0,74,199,0,0,0,0,0
"Acinetobacter sp. FDAARGOS_724",0,0,0,0,0,0,0,0,67,194,0,0,0,0,0
"Acinetobacter sp. LoGeW2-3",10,16,26,12,0,0,92,10,311,1188,0,0,0,18,0
"Acinetobacter sp. Marseille-Q1620",18,20,12,0,16,10,240,26,940,10853,22,12,14,24,10
"Acinetobacter sp. MYb10",0,0,0,0,0,0,0,0,55,277,0,0,0,0,0
"Acinetobacter sp. NCu2D-2",0,93,0,0,0,0,157,48,441,1650,0,0,57,65,0
"Acinetobacter sp. NEB 394",0,0,0,0,0,0,0,0,145,331,0,0,0,0,0
"Acinetobacter sp. NEB149",0,0,0,0,0,0,1000,3342,102,189,0,0,0,0,0
"Acinetobacter sp. SCLZS86",0,0,0,0,0,0,694,0,166,536,0,0,0,0,0
"Acinetobacter sp. SH20PTE14",0,0,0,0,0,0,7775,0,25494,84910,59,0,0,0,0
"Acinetobacter sp. SWBY1",0,0,0,0,0,0,345,0,82,256,0,0,0,0,0
"Acinetobacter sp. TGL-Y2",0,0,16,0,0,0,36,10,634,1363,0,0,0,12,0
"Acinetobacter sp. Tol 5",0,0,0,0,0,0,0,0,95,717,0,0,0,0,0
"Acinetobacter sp. TTH0-4",212,0,0,101,0,13,250,281,374,1556,294,250,451,424,249
"Acinetobacter sp. WCHA45",0,0,0,0,0,0,0,0,63,240,0,0,0,222,0
"Acinetobacter sp. WCHA55",0,373,0,0,0,0,1028,719,1271,4923,306,0,0,0,0
"Acinetobacter sp. WCHAc010034",1217,1077,596,186,339,27,566,839,190,731,438,369,438,150,171
"Acinetobacter sp. WCHAc010052",88,169,92,0,0,0,46,0,110,477,0,0,0,0,0
"Acinetobacter sp. WY4",593,1716,0,0,0,0,0,631,73,143,0,0,0,0,0
"Acinetobacter sp. YH12138",0,0,0,0,0,23,9056,68,24749,81887,0,0,0,0,0
"Acinetobacter sp.",0,0,0,0,0,0,0,0,213,365,0,0,0,0,0
"Acinetobacter tandoii",10,0,12,10,0,14,645,0,526,2950,0,0,12,18,14
"Acinetobacter towneri",0,0,0,0,0,0,6444,0,175,618,61,0,72,39,31
"Acinetobacter ursingii",0,0,237,70,0,0,117,0,200,544,0,0,0,0,0
"Acinetobacter variabilis",346,677,328,0,0,0,489,301,400,1299,0,0,0,0,0
"Acinetobacter venetianus",0,0,36,0,57,0,113,50,148,734,59,56,55,0,29
"Acinetobacter wanghuae",0,0,0,0,0,0,20,10,150,801,10,0,0,0,0
"Acinetobacter wuhouensis",0,231,129,0,0,0,688,507,1098,5134,180,0,0,116,92
"Aquirhabdus parva",36,16,12,12,10,14,42,30,16,24,0,10,0,0,0
"Moraxella bovis",78,33,26,42,0,26,64,14,25,11,0,0,0,17,0
"Moraxella bovoculi",20,20,0,31,0,14,60,16,24,15,19,29,0,24,16
"Moraxella catarrhalis",11,0,23,17,0,81,35,27,37,38,15,0,0,0,0
"Moraxella cuniculi",34,14,18,14,0,0,26,14,16,18,0,0,10,20,0
"Moraxella nonliquefaciens",30,28,0,41,0,16,93,13,20,16,0,0,16,0,0
"Moraxella osloensis",120,204,115,71,88,31,158,200,67,112,158,123,81,89,73
"Moraxella ovis",0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
"Psychrobacter arcticus",0,0,13,0,0,0,37,0,12,11,0,0,0,13,0
"Psychrobacter arenosus",52,12,22,38,0,10,44,35,0,34,14,0,0,18,26
"Psychrobacter cryohalolentis",29,0,47,0,0,0,0,0,0,0,0,0,0,21,0
"Psychrobacter sanguinis",0,0,0,0,0,52,25,0,13,22,0,34,27,17,0
"Psychrobacter sp. 28M-43",0,24,0,0,0,0,0,0,0,20,0,0,0,0,0
"Psychrobacter sp. DAB_AL43B",0,0,0,0,0,39,32,21,33,24,0,54,17,10,0
"Psychrobacter sp. G",0,39,0,0,0,0,89,0,44,36,0,0,0,0,0
"Psychrobacter sp. KCTC 72983",0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
"Psychrobacter sp. P11F6",0,0,0,0,0,76,98,0,23,32,0,0,0,14,0
"Psychrobacter sp. P11G3",0,0,34,0,0,25,0,0,27,20,0,0,0,18,0
"Psychrobacter sp. P11G5",0,0,0,0,0,0,0,0,0,36,0,0,37,66,0
"Psychrobacter sp. PraFG1",0,0,0,0,0,0,0,86,34,45,67,0,0,0,0
"Psychrobacter sp. YP14",0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
"Psychrobacter urativorans",0,21,0,0,0,0,54,0,20,0,40,0,12,17,0
"Flagellatimonas centrodinii",86,30,62,22,38,22,46,28,38,10,60,18,26,14,0
"Sinimarinibacterium sp. NLF-5-8",190,72,74,32,92,24,77,123,22,16,51,34,35,0,0
"Solimonas sp. K1W22B-7",218,78,104,52,98,46,118,60,36,38,46,28,22,26,24
"Sedimenticola thiotaurini",56,18,28,22,10,24,46,34,30,16,26,24,24,0,0
"Steroidobacter denitrificans",75,29,34,49,32,22,74,52,22,36,22,32,39,19,0
"Alcanivorax borkumensis",0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"Alcanivorax dieselolei",63,43,47,22,85,41,101,81,29,14,49,0,23,17,14
"Alcanivorax pacificus",171,62,138,44,87,24,110,70,61,30,22,0,46,18,0
"Alcanivorax sp. N3-2A",88,41,129,30,82,18,86,50,46,14,36,21,20,24,13
"Alcanivorax xenomutans",100,48,44,46,47,32,95,66,37,0,38,33,20,13,17
"Ketobacter alkanivorans",43,28,39,12,0,18,83,27,36,31,26,0,13,20,34
"Endozoicomonas montiporae",88,38,50,22,16,52,80,44,58,16,42,26,24,36,22
"Hahella chejuensis",159,60,84,56,41,37,106,76,55,16,43,39,51,62,22
"Hahella sp. KA22",54,28,44,20,33,35,98,51,43,10,38,125,49,31,18
"Candidatus Carsonella ruddii",0,35,11,0,0,0,45,30,16,22,15,28,0,16,10
"Candidatus Portiera aleyrodidarum",0,12,0,10,0,0,12,16,16,10,18,0,10,12,0
"Chromohalobacter salexigens",54,28,34,26,54,28,64,30,20,16,36,24,10,12,0
"Cobetia amphilecti",0,0,0,0,0,31,140,82,78,0,97,0,0,0,0
"Cobetia pacifica",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"Cobetia sp. 4B",207,0,0,0,0,0,0,0,0,0,0,0,63,0,0
"Cobetia sp. AM6",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"Cobetia sp. cqz5-12",66,0,95,67,81,80,55,51,19,65,0,68,0,0,36
"Cobetia sp. L2A1",48,70,45,40,29,40,41,29,17,21,20,25,11,32,0
"Halomonas aestuarii",66,18,36,28,40,16,52,24,18,12,30,16,10,0,10
"Halomonas alkaliphila",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halomonas beimenensis",82,24,76,24,74,12,58,20,20,0,26,20,10,10,0
"Halomonas campaniensis",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halomonas chromatireducens",52,32,36,16,22,58,70,84,16,0,56,26,16,10,0
"Halomonas elongata",76,18,44,30,28,38,52,52,18,0,34,18,22,0,0
"Halomonas huangheensis",81,42,43,30,31,70,63,28,24,24,20,12,28,49,14
"Halomonas hydrothermalis",91,0,45,24,0,20,24,31,25,28,0,0,0,21,0
"Halomonas meridiana",255,56,157,60,155,36,208,209,62,53,144,70,31,25,40
"Halomonas piezotolerans",35,16,44,17,52,23,52,64,18,12,23,22,18,0,0
"Halomonas profundi",20,43,34,12,81,14,27,17,17,18,14,18,23,0,0
"Halomonas socia",94,27,56,49,44,85,70,28,33,24,43,14,22,0,11
"Halomonas sp. 1513",67,25,35,31,53,20,47,35,25,12,22,20,11,28,20
"Halomonas sp. 18071143",82,0,57,0,62,0,62,0,70,34,0,0,0,46,0
"Halomonas sp. A40-4",27,20,21,0,26,38,33,28,19,18,14,11,0,0,0
"Halomonas sp. FeN2",69,14,32,24,42,11,43,24,45,22,18,0,0,16,0
"Halomonas sp. GFAJ-1",38,12,45,20,27,16,41,49,29,18,26,0,19,18,0
"Halomonas sp. GT",25,0,15,0,0,0,40,0,0,0,0,0,0,18,0
"Halomonas sp. HG01",62,24,42,0,73,16,62,32,14,22,20,0,11,10,0
"Halomonas sp. hl-4",0,110,145,0,0,103,0,0,0,0,0,0,0,0,0
"Halomonas sp. HL-93",172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halomonas sp. JS92-SW72",39,28,31,0,91,16,69,56,76,33,39,32,0,26,0
"Halomonas sp. KO116",124,26,63,21,23,0,87,28,58,35,19,34,35,31,33
"Halomonas sp. MCCC 1A13316",54,20,30,14,26,26,54,32,20,14,22,10,12,14,0
"Halomonas sp. N3-2A",15,0,25,0,40,0,0,0,0,0,0,12,0,0,0
"Halomonas sp. NyZ770",37,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halomonas sp. PGE1",92,15,56,70,144,0,84,95,0,30,87,53,0,0,0
"Halomonas sp. R57-5",29,34,57,25,22,13,90,30,34,0,16,0,0,0,0
"Halomonas sp. SF2003",0,0,0,0,0,0,0,62,0,0,0,0,0,0,0
"Halomonas sp. SH5A2",30,10,10,15,12,0,18,0,17,14,10,22,0,0,0
"Halomonas sp. SS10-MC5",76,0,0,0,0,0,126,115,0,0,0,0,0,0,0
"Halomonas sp. TD01",19,17,27,0,0,18,33,0,0,0,13,0,52,12,0
"Halomonas sp. THAF12",90,89,207,18,158,18,58,45,12,0,16,31,16,0,0
"Halomonas sp. THAF5a",108,31,36,25,74,30,43,30,51,21,30,11,12,0,0
"Halomonas sp. Y2R2",113,58,20,24,28,38,85,28,42,24,32,18,20,14,10
"Halomonas sp. YLGW01",68,20,38,22,36,116,38,32,22,24,26,14,22,10,0
"Halomonas subglaciescola",100,28,52,32,44,18,94,28,16,18,26,16,18,10,0
"Halomonas sulfidivorans",91,34,33,30,25,14,51,53,20,16,26,16,18,12,0
"Halomonas tianxiuensis",81,73,107,31,17,47,86,54,32,23,23,16,15,22,13
"Halomonas titanicae",208,160,233,167,205,143,182,0,107,74,135,97,103,59,0
"Halomonas venusta",15,0,0,0,21,44,27,15,17,0,19,0,0,0,0
"Halotalea alkalilenta",145,47,58,52,39,36,83,72,20,12,49,24,12,12,0
"Kushneria konosiri",61,38,29,32,60,20,38,17,25,0,25,0,0,0,0
"Kushneria marisflavi",52,37,40,27,24,41,27,34,36,14,14,24,16,12,0
"Kushneria phosphatilytica",56,18,34,14,36,46,36,20,38,20,22,18,22,10,14
"Pistricoccus aurantiacus",60,34,20,24,36,22,70,34,10,12,24,10,10,0,0
"Salinicola tamaricis",104,24,97,52,67,40,56,34,44,0,38,0,10,20,10
"Zymobacter palmae",37,12,28,19,29,18,70,38,35,12,32,15,12,26,20
"Litoricola lipolytica",46,10,28,14,30,0,24,22,14,10,10,0,0,0,0
"Amphritea japonica",34,24,18,12,20,12,40,104,14,0,56,0,0,28,0
"Bacterioplanes sanyensis",26,0,26,12,12,0,28,36,24,30,30,22,12,0,0
"Bermanella marisrubri",10,18,78,32,12,22,74,90,30,26,74,10,10,16,14
"Marinobacterium aestuarii",86,54,50,28,44,70,98,82,44,54,72,34,26,22,16
"Marinobacterium georgiense",165,54,95,18,114,12,66,55,51,18,49,32,30,25,12
"Marinobacterium sediminicola",58,32,45,20,49,20,21,30,18,0,15,18,16,0,0
"Marinobacterium sp. LSUCC0821",48,10,0,16,12,10,48,18,18,0,20,0,20,10,10
"Marinomonas algicola",18,26,0,14,10,12,38,10,12,16,0,12,12,22,0
"Marinomonas arctica",20,27,12,0,10,12,29,36,28,22,10,0,0,0,0
"Marinomonas foliarum",14,0,0,0,0,0,45,10,24,30,12,0,0,26,0
"Marinomonas mediterranea",16,22,0,0,0,0,26,12,12,0,18,0,28,40,15
"Marinomonas posidonica",0,20,22,0,0,10,44,12,16,0,10,12,0,20,0
"Marinomonas primoryensis",20,13,0,17,0,10,28,20,27,21,20,12,19,12,0
"Marinomonas profundi",26,13,17,0,15,0,26,33,21,11,12,12,26,11,0
"Marinomonas sp. A3A",38,10,12,0,0,0,24,48,18,22,36,10,0,14,20
"Marinomonas sp. CT5",50,12,0,10,16,12,22,25,12,12,27,0,12,0,0
"Marinomonas sp. FW-1",18,13,14,12,0,12,25,12,17,18,22,0,0,17,0
"Neptunomonas concharum",22,24,26,20,12,0,22,10,32,14,0,0,0,18,0
"Neptunomonas japonica",12,36,44,14,42,14,26,34,66,24,20,0,22,18,14
"Neptunomonas phycophila",12,10,0,0,0,14,48,30,10,22,10,10,22,48,0
"Nitrincola iocasae",47,27,42,26,27,14,95,64,40,20,40,15,31,13,15
"Thalassolituus oleivorans",40,13,29,15,11,59,54,30,36,33,23,20,24,86,37
"Venatorbacter cucullus",50,10,38,63,26,10,156,27,16,16,19,17,14,0,0
"Oleiphilus messinensis",27,29,0,0,0,19,39,33,50,24,24,30,29,24,0
"Gynuella sunshinyii",84,60,22,20,16,22,70,24,40,30,28,18,20,28,20
"Reinekea forsetii",44,14,52,12,0,24,22,24,10,18,0,0,16,20,0
"Saccharospirillum mangrovi",86,36,64,28,26,56,90,24,12,0,26,18,12,18,14
"Spartinivicinus ruber",20,16,20,0,0,0,34,18,20,16,12,12,46,32,14
"Candidatus Nardonella endosymbiont of Pachyrhynchus infernalis",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Thioglobus sp. NP1",14,0,0,0,0,0,10,364,10,0,277,10,11,10,0
"Candidatus Nardonella endosymbiont of Sipalinus gigas",0,0,0,0,0,10,0,0,0,12,0,0,0,0,0
"Candidatus Ruthia endofausta",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Ruthia magnifica",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Thioglobus autotrophicus",0,11,17,0,0,0,14,10,14,16,0,0,0,0,0
"Candidatus Vesicomyosocius sp. SY067_SCS001",0,0,22,0,0,0,0,18,0,16,0,0,0,0,0
"Frischella perrara",0,105,193,61,0,0,41,72,27,28,88,0,99,61,0
"Gilliamella apicola",43,147,164,62,0,0,80,245,66,36,156,50,71,49,0
"Gilliamella sp. ESL0405",0,10,14,12,0,0,36,26,28,17,34,0,0,22,0
"Gilliamella sp. ESL0441",0,17,0,0,0,22,48,21,26,33,30,15,0,52,25
"Gilliamella sp. ESL0443",12,0,0,0,0,0,25,25,22,25,14,0,11,12,0
"Zophobihabitans entericus",12,30,14,0,0,18,26,12,52,40,0,0,0,28,0
"Actinobacillus delphinicola",0,0,0,0,0,0,34,34,28,28,18,16,12,24,10
"Actinobacillus equuli",20,0,11,0,0,21,17,21,17,25,0,0,0,14,0
"Actinobacillus indolicus",0,52,0,17,27,0,54,22,0,17,0,0,0,0,0
"Actinobacillus lignieresii",0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
"Actinobacillus pleuropneumoniae",76,56,55,42,45,23,87,51,56,50,82,225,44,132,0
"Actinobacillus porcitonsillarum",0,107,140,0,0,0,50,113,26,0,83,0,0,69,0
"Actinobacillus sp. GY-402",113,48,44,24,58,29,99,111,21,0,29,26,15,33,26
"Actinobacillus suis",0,18,15,13,0,0,78,26,36,0,22,12,0,0,13
"Aggregatibacter actinomycetemcomitans",38,78,29,54,26,20,69,37,86,14,22,26,24,24,22
"Aggregatibacter aphrophilus",23,35,29,0,0,10,74,58,29,25,21,14,10,23,14
"Aggregatibacter segnis",0,0,0,0,0,0,24,18,0,0,0,0,0,0,0
"Aggregatibacter sp. 2125159857",14,0,0,0,0,0,30,0,0,0,0,0,14,0,0
"Aggregatibacter sp. Marseille-P9115",0,0,0,0,0,0,20,0,0,22,0,0,0,0,0
"Avibacterium paragallinarum",61,87,50,31,0,16,65,83,28,30,87,56,36,41,24
"Avibacterium volantium",14,0,0,0,0,0,49,14,36,0,17,18,0,12,0
"Basfia [Mannheimia] succiniciproducens",0,24,32,0,0,28,52,0,0,0,0,18,0,0,0
"Bibersteinia trehalosi",565,416,480,151,0,46,579,558,188,43,413,0,293,234,152
"Bisgaardia hudsonensis",0,26,18,10,0,0,34,18,26,14,12,0,0,18,18
"Frederiksenia canicola",17,0,15,0,0,14,71,20,20,12,20,0,0,10,0
"Gallibacterium anatis",166,278,60,54,0,10,123,251,25,28,134,0,0,58,41
"Glaesserella parasuis",58,61,29,28,28,129,61,102,66,61,49,33,61,51,18
"Glaesserella sp. 15-184",0,20,28,0,0,0,36,16,23,31,11,0,18,15,0
"Haemophilus [Haemophilus] ducreyi",42,0,56,0,0,0,95,38,24,27,0,0,0,27,0
"Haemophilus haemolyticus",23,21,23,0,26,0,79,34,32,27,14,13,14,35,11
"Haemophilus influenzae",64,93,60,80,45,43,176,96,97,66,49,54,38,93,41
"Haemophilus parahaemolyticus",10,20,26,16,0,10,30,35,42,22,22,0,10,0,0
"Haemophilus parainfluenzae",107,284,88,107,68,69,183,227,220,145,187,132,136,133,54
"Haemophilus pittmaniae",21,17,17,0,0,0,27,0,10,16,10,0,0,0,0
"Haemophilus sp. oral taxon 036",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"Histophilus somni",42,22,28,0,0,18,33,36,28,41,16,17,0,29,11
"Mannheimia bovis",19,0,15,0,0,0,21,19,16,0,21,0,0,0,0
"Mannheimia granulomatis",31,49,41,17,16,87,70,41,40,58,26,12,23,54,29
"Mannheimia haemolytica",62,39,52,54,0,54,160,79,84,163,46,34,30,30,0
"Mannheimia sp. USDA-ARS-USMARC-1261",0,21,0,0,0,0,40,0,17,0,0,0,0,24,40
"Mannheimia varigena",78,40,50,18,0,0,58,59,48,98,31,22,13,45,16
"Otariodibacter oris",0,10,0,10,0,0,22,12,12,20,0,10,0,16,10
"Pasteurella atlantica",0,10,10,0,0,0,24,12,62,18,10,0,10,18,14
"Pasteurella canis",15,19,17,0,13,0,28,26,12,28,15,0,11,19,12
"Pasteurella multocida",178,194,91,71,90,26,301,241,100,111,157,99,55,74,38
"Pasteurella skyensis",0,0,10,0,0,0,20,14,22,26,0,0,0,24,12
"Rodentibacter haemolyticus",16,28,14,14,0,0,34,0,18,10,20,12,12,32,12
"Rodentibacter heylii",14,42,28,18,0,0,24,42,26,14,18,14,18,22,12
"Vespertiliibacter pulmonis",10,0,0,0,0,0,10,10,16,14,0,10,0,22,0
"Marinobacter adhaerens",127,0,112,57,71,0,28,96,37,0,25,60,44,0,0
"Marinobacter fonticola",62,32,34,28,38,14,58,32,16,26,22,18,12,20,0
"Marinobacter nauticus",147,61,67,24,70,39,137,42,76,16,41,34,63,18,37
"Marinobacter psychrophilus",0,19,12,0,0,0,23,12,20,14,16,0,0,0,0
"Marinobacter salarius",74,43,35,40,45,35,116,38,62,22,49,12,38,17,12
"Marinobacter salinus",49,18,32,14,16,25,57,30,26,14,32,14,10,20,18
"Marinobacter salsuginis",43,25,25,15,20,38,99,21,27,18,28,18,19,12,11
"Marinobacter similis",68,24,55,16,34,0,44,27,29,22,29,21,17,25,0
"Marinobacter sp. Arc7-DN-1",55,22,75,10,26,27,82,39,15,16,24,12,0,0,0
"Marinobacter sp. BSs20148",27,0,20,16,0,0,48,0,16,0,10,0,0,0,0
"Marinobacter sp. CA1",75,45,38,26,36,22,94,38,28,24,26,20,10,16,15
"Marinobacter sp. CP1",60,40,25,24,0,0,34,36,27,23,0,0,24,23,0
"Marinobacter sp. es.042",58,17,0,0,0,0,19,28,13,0,15,10,0,13,0
"Marinobacter sp. JH2",35,29,21,19,25,19,77,29,92,12,16,0,0,19,0
"Marinobacter sp. LPB0319",44,30,28,12,34,16,104,44,30,0,42,12,16,14,0
"Marinobacter sp. LQ44",82,30,45,19,92,72,577,463,46,29,309,90,27,19,0
"Marinobacter sp. LV10R510-11A",44,28,22,24,28,10,48,32,20,0,24,22,12,10,10
"Marinobacter sp. NP-4(2019)",114,87,153,20,74,46,67,95,47,42,78,21,40,28,0
"Azotobacter chroococcum",117,71,115,48,115,73,128,112,35,22,62,25,22,19,11
"Azotobacter salinestris",109,35,81,17,41,32,72,83,24,18,64,27,14,25,25
"Entomomonas moraniae",0,22,16,12,0,0,52,26,16,50,16,18,24,16,14
"Entomomonas sp. F2A",16,16,0,0,0,0,44,36,26,50,26,0,0,18,0
"Halopseudomonas aestusnigri",119,42,86,46,170,32,76,123,0,18,73,28,62,0,0
